,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
8147,2020-02-24,24,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8148,2020-02-23,23,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8149,2020-02-22,22,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8150,2020-02-21,21,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8151,2020-02-20,20,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8152,2020-02-19,19,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8153,2020-02-18,18,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8154,2020-02-17,17,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8155,2020-02-16,16,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8156,2020-02-15,15,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8157,2020-02-14,14,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8158,2020-02-13,13,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8159,2020-02-12,12,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8160,2020-02-11,11,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8161,2020-02-10,10,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8162,2020-02-09,9,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8163,2020-02-08,8,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8164,2020-02-07,7,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8165,2020-02-06,6,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8166,2020-02-05,5,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8167,2020-02-04,4,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8168,2020-02-03,3,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8169,2020-02-02,2,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8170,2020-02-01,1,2,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8171,2020-01-31,31,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8172,2020-01-30,30,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8173,2020-01-29,29,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8174,2020-01-28,28,1,2020,1,0,Cambodia,KH,KHM,16486542.0,Asia,0.00606555
8175,2020-01-27,27,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8176,2020-01-26,26,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8177,2020-01-25,25,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8178,2020-01-24,24,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8179,2020-01-23,23,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8180,2020-01-22,22,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8181,2020-01-21,21,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8182,2020-01-20,20,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8183,2020-01-19,19,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8184,2020-01-18,18,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8185,2020-01-17,17,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8186,2020-01-16,16,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8187,2020-01-15,15,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8188,2020-01-14,14,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8189,2020-01-13,13,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,0.0
8190,2020-01-12,12,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8191,2020-01-11,11,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8192,2020-01-10,10,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8193,2020-01-09,9,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8194,2020-01-08,8,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8195,2020-01-07,7,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8196,2020-01-06,6,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8197,2020-01-05,5,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8198,2020-01-04,4,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8199,2020-01-03,3,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8200,2020-01-02,2,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8201,2020-01-01,1,1,2020,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8202,2019-12-31,31,12,2019,0,0,Cambodia,KH,KHM,16486542.0,Asia,
8203,2020-10-21,21,10,2020,64,1,Cameroon,CM,CMR,25876387.0,Africa,2.49648454
8204,2020-10-20,20,10,2020,65,1,Cameroon,CM,CMR,25876387.0,Africa,2.2491548
8205,2020-10-19,19,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.99796053
8206,2020-10-18,18,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.99796053
8207,2020-10-17,17,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.99796053
8208,2020-10-16,16,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.33030987
8209,2020-10-15,15,10,2020,108,0,Cameroon,CM,CMR,25876387.0,Africa,2.33030987
8210,2020-10-14,14,10,2020,130,0,Cameroon,CM,CMR,25876387.0,Africa,1.91294094
8211,2020-10-13,13,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.41055241
8212,2020-10-12,12,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.8085987
8213,2020-10-11,11,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.8085987
8214,2020-10-10,10,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.89748283
8215,2020-10-09,9,10,2020,279,3,Cameroon,CM,CMR,25876387.0,Africa,1.89748283
8216,2020-10-08,8,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,0.90429935
8217,2020-10-07,7,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.25983585
8218,2020-10-06,6,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.25983585
8219,2020-10-05,5,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.90521188
8220,2020-10-04,4,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.90521188
8221,2020-10-03,3,10,2020,86,2,Cameroon,CM,CMR,25876387.0,Africa,2.13708351
8222,2020-10-02,2,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.80473418
8223,2020-10-01,1,10,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.06752202
8224,2020-09-30,30,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.19118689
8225,2020-09-29,29,9,2020,103,0,Cameroon,CM,CMR,25876387.0,Africa,2.35736156
8226,2020-09-28,28,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.19505142
8227,2020-09-27,27,9,2020,23,0,Cameroon,CM,CMR,25876387.0,Africa,2.80564671
8228,2020-09-26,26,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.71676258
8229,2020-09-25,25,9,2020,22,2,Cameroon,CM,CMR,25876387.0,Africa,2.71676258
8230,2020-09-24,24,9,2020,92,0,Cameroon,CM,CMR,25876387.0,Africa,3.25393186
8231,2020-09-23,23,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.84133998
8232,2020-09-22,22,9,2020,167,0,Cameroon,CM,CMR,25876387.0,Africa,3.84133998
8233,2020-09-21,21,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.19596395
8234,2020-09-20,20,9,2020,60,0,Cameroon,CM,CMR,25876387.0,Africa,3.19596395
8235,2020-09-19,19,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.96409232
8236,2020-09-18,18,9,2020,68,1,Cameroon,CM,CMR,25876387.0,Africa,2.96409232
8237,2020-09-17,17,9,2020,32,0,Cameroon,CM,CMR,25876387.0,Africa,3.25779638
8238,2020-09-16,16,9,2020,43,0,Cameroon,CM,CMR,25876387.0,Africa,3.3312224
8239,2020-09-15,15,9,2020,61,0,Cameroon,CM,CMR,25876387.0,Africa,4.19687648
8240,2020-09-14,14,9,2020,158,0,Cameroon,CM,CMR,25876387.0,Africa,3.96114032
8241,2020-09-13,13,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.35054504
8242,2020-09-12,12,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.35054504
8243,2020-09-11,11,9,2020,161,0,Cameroon,CM,CMR,25876387.0,Africa,3.35054504
8244,2020-09-10,10,9,2020,244,1,Cameroon,CM,CMR,25876387.0,Africa,3.38146125
8245,2020-09-09,9,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.43851663
8246,2020-09-08,8,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.25393186
8247,2020-09-07,7,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.25393186
8248,2020-09-06,6,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.25393186
8249,2020-09-05,5,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.25393186
8250,2020-09-04,4,9,2020,144,0,Cameroon,CM,CMR,25876387.0,Africa,3.25393186
8251,2020-09-03,3,9,2020,51,0,Cameroon,CM,CMR,25876387.0,Africa,3.23074469
8252,2020-09-02,2,9,2020,267,3,Cameroon,CM,CMR,25876387.0,Africa,3.13026699
8253,2020-09-01,1,9,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.1641352
8254,2020-08-31,31,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.60082677
8255,2020-08-30,30,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.60082677
8256,2020-08-29,29,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.60082677
8257,2020-08-28,28,8,2020,169,1,Cameroon,CM,CMR,25876387.0,Africa,3.22301564
8258,2020-08-27,27,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.74381427
8259,2020-08-26,26,8,2020,211,2,Cameroon,CM,CMR,25876387.0,Africa,2.93704063
8260,2020-08-25,25,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.78245955
8261,2020-08-24,24,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.78245955
8262,2020-08-23,23,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.03456634
8263,2020-08-22,22,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.03456634
8264,2020-08-21,21,8,2020,138,2,Cameroon,CM,CMR,25876387.0,Africa,4.03456634
8265,2020-08-20,20,8,2020,25,0,Cameroon,CM,CMR,25876387.0,Africa,3.50126159
8266,2020-08-19,19,8,2020,17,3,Cameroon,CM,CMR,25876387.0,Africa,3.40464842
8267,2020-08-18,18,8,2020,113,2,Cameroon,CM,CMR,25876387.0,Africa,5.12822752
8268,2020-08-17,17,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.69153596
8269,2020-08-16,16,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.69153596
8270,2020-08-15,15,8,2020,161,0,Cameroon,CM,CMR,25876387.0,Africa,4.69153596
8271,2020-08-14,14,8,2020,45,0,Cameroon,CM,CMR,25876387.0,Africa,4.06934708
8272,2020-08-13,13,8,2020,50,3,Cameroon,CM,CMR,25876387.0,Africa,3.89544336
8273,2020-08-12,12,8,2020,171,3,Cameroon,CM,CMR,25876387.0,Africa,5.81611335
8274,2020-08-11,11,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.15527921
8275,2020-08-10,10,8,2020,324,4,Cameroon,CM,CMR,25876387.0,Africa,5.15527921
8276,2020-08-09,9,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.90317242
8277,2020-08-08,8,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.90317242
8278,2020-08-07,7,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.90317242
8279,2020-08-06,6,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.62197447
8280,2020-08-05,5,8,2020,463,4,Cameroon,CM,CMR,25876387.0,Africa,6.03252687
8281,2020-08-04,4,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.24325081
8282,2020-08-03,3,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.24325081
8283,2020-08-02,2,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.24325081
8284,2020-08-01,1,8,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.24325081
8285,2020-07-31,31,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.24325081
8286,2020-07-30,30,7,2020,547,2,Cameroon,CM,CMR,25876387.0,Africa,8.04594552
8287,2020-07-29,29,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.93204917
8288,2020-07-28,28,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.93204917
8289,2020-07-27,27,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.93204917
8290,2020-07-26,26,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,6.92523265
8291,2020-07-25,25,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,6.92523265
8292,2020-07-24,24,7,2020,186,3,Cameroon,CM,CMR,25876387.0,Africa,6.92523265
8293,2020-07-23,23,7,2020,365,9,Cameroon,CM,CMR,25876387.0,Africa,6.2064306
8294,2020-07-22,22,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.79587819
8295,2020-07-21,21,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,8.19279755
8296,2020-07-20,20,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.4526334
8297,2020-07-19,19,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.77703928
8298,2020-07-18,18,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.77703928
8299,2020-07-17,17,7,2020,984,14,Cameroon,CM,CMR,25876387.0,Africa,13.77703928
8300,2020-07-16,16,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.97434456
8301,2020-07-15,15,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.97434456
8302,2020-07-14,14,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.97434456
8303,2020-07-13,13,7,2020,257,0,Cameroon,CM,CMR,25876387.0,Africa,9.97434456
8304,2020-07-12,12,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,8.98116109
8305,2020-07-11,11,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,8.98116109
8306,2020-07-10,10,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,8.98116109
8307,2020-07-09,9,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.22553883
8308,2020-07-08,8,7,2020,879,29,Cameroon,CM,CMR,25876387.0,Africa,11.11051554
8309,2020-07-07,7,7,2020,326,2,Cameroon,CM,CMR,25876387.0,Africa,8.28941073
8310,2020-07-06,6,7,2020,1119,15,Cameroon,CM,CMR,25876387.0,Africa,8.11937153
8311,2020-07-05,5,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.06639509
8312,2020-07-04,4,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,5.06639509
8313,2020-07-03,3,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,7.55128604
8314,2020-07-02,2,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.54243005
8315,2020-07-01,1,7,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.54243005
8316,2020-06-30,30,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.54243005
8317,2020-06-29,29,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.54243005
8318,2020-06-28,28,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,11.67087198
8319,2020-06-27,27,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.12393419
8320,2020-06-26,26,6,2020,322,0,Cameroon,CM,CMR,25876387.0,Africa,14.15576294
8321,2020-06-25,25,6,2020,229,5,Cameroon,CM,CMR,25876387.0,Africa,12.91138519
8322,2020-06-24,24,6,2020,149,5,Cameroon,CM,CMR,25876387.0,Africa,12.98481121
8323,2020-06-23,23,6,2020,282,2,Cameroon,CM,CMR,25876387.0,Africa,13.83500718
8324,2020-06-22,22,6,2020,329,1,Cameroon,CM,CMR,25876387.0,Africa,14.30647949
8325,2020-06-21,21,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,14.22918895
8326,2020-06-20,20,6,2020,643,18,Cameroon,CM,CMR,25876387.0,Africa,14.22918895
8327,2020-06-19,19,6,2020,774,6,Cameroon,CM,CMR,25876387.0,Africa,14.87456498
8328,2020-06-18,18,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,12.02640848
8329,2020-06-17,17,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,12.67178451
8330,2020-06-16,16,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.39831561
8331,2020-06-15,15,6,2020,292,1,Cameroon,CM,CMR,25876387.0,Africa,15.3035275
8332,2020-06-14,14,6,2020,376,2,Cameroon,CM,CMR,25876387.0,Africa,14.17508557
8333,2020-06-13,13,6,2020,267,59,Cameroon,CM,CMR,25876387.0,Africa,14.53062207
8334,2020-06-12,12,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,13.80795549
8335,2020-06-11,11,6,2020,248,6,Cameroon,CM,CMR,25876387.0,Africa,13.80795549
8336,2020-06-10,10,6,2020,369,0,Cameroon,CM,CMR,25876387.0,Africa,12.84955276
8337,2020-06-09,9,6,2020,404,5,Cameroon,CM,CMR,25876387.0,Africa,12.62927471
8338,2020-06-08,8,6,2020,309,0,Cameroon,CM,CMR,25876387.0,Africa,11.66314293
8339,2020-06-07,7,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,11.60131049
8340,2020-06-06,6,6,2020,810,0,Cameroon,CM,CMR,25876387.0,Africa,12.36262234
8341,2020-06-05,5,6,2020,37,3,Cameroon,CM,CMR,25876387.0,Africa,9.66518239
8342,2020-06-04,4,6,2020,167,0,Cameroon,CM,CMR,25876387.0,Africa,11.66700745
8343,2020-06-03,3,6,2020,188,1,Cameroon,CM,CMR,25876387.0,Africa,11.80999496
8344,2020-06-02,2,6,2020,493,8,Cameroon,CM,CMR,25876387.0,Africa,11.99935679
8345,2020-06-01,1,6,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,10.09414491
8346,2020-05-31,31,5,2020,468,14,Cameroon,CM,CMR,25876387.0,Africa,10.09414491
8347,2020-05-30,30,5,2020,80,0,Cameroon,CM,CMR,25876387.0,Africa,9.00821278
8348,2020-05-29,29,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,9.2825942
8349,2020-05-28,28,5,2020,0,2,Cameroon,CM,CMR,25876387.0,Africa,9.87773138
8350,2020-05-27,27,5,2020,312,4,Cameroon,CM,CMR,25876387.0,Africa,10.3066939
8351,2020-05-26,26,5,2020,154,6,Cameroon,CM,CMR,25876387.0,Africa,9.10096143
8352,2020-05-25,25,5,2020,293,6,Cameroon,CM,CMR,25876387.0,Africa,8.93092223
8353,2020-05-24,24,5,2020,197,0,Cameroon,CM,CMR,25876387.0,Africa,8.97729656
8354,2020-05-23,23,5,2020,112,3,Cameroon,CM,CMR,25876387.0,Africa,8.25076546
8355,2020-05-22,22,5,2020,555,10,Cameroon,CM,CMR,25876387.0,Africa,7.81793842
8356,2020-05-21,21,5,2020,204,6,Cameroon,CM,CMR,25876387.0,Africa,5.67312585
8357,2020-05-20,20,5,2020,237,0,Cameroon,CM,CMR,25876387.0,Africa,5.50695118
8358,2020-05-19,19,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.59105825
8359,2020-05-18,18,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.69540048
8360,2020-05-17,17,5,2020,187,0,Cameroon,CM,CMR,25876387.0,Africa,4.69540048
8361,2020-05-16,16,5,2020,151,1,Cameroon,CM,CMR,25876387.0,Africa,4.00365012
8362,2020-05-15,15,5,2020,154,3,Cameroon,CM,CMR,25876387.0,Africa,4.33599946
8363,2020-05-14,14,5,2020,111,11,Cameroon,CM,CMR,25876387.0,Africa,3.74086228
8364,2020-05-13,13,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.41237747
8365,2020-05-12,12,5,2020,110,11,Cameroon,CM,CMR,25876387.0,Africa,4.12731499
8366,2020-05-11,11,5,2020,305,6,Cameroon,CM,CMR,25876387.0,Africa,3.70221701
8367,2020-05-10,10,5,2020,9,0,Cameroon,CM,CMR,25876387.0,Africa,2.92158252
8368,2020-05-09,9,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.3312224
8369,2020-05-08,8,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.33895145
8370,2020-05-07,7,5,2020,161,44,Cameroon,CM,CMR,25876387.0,Africa,4.25870891
8371,2020-05-06,6,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.63652004
8372,2020-05-05,5,5,2020,27,0,Cameroon,CM,CMR,25876387.0,Africa,4.20074101
8373,2020-05-04,4,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,4.1002633
8374,2020-05-03,3,5,2020,8,3,Cameroon,CM,CMR,25876387.0,Africa,4.1002633
8375,2020-05-02,2,5,2020,237,0,Cameroon,CM,CMR,25876387.0,Africa,4.06934708
8376,2020-05-01,1,5,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,3.77564302
8377,2020-04-30,30,4,2020,26,2,Cameroon,CM,CMR,25876387.0,Africa,3.77564302
8378,2020-04-29,29,4,2020,185,1,Cameroon,CM,CMR,25876387.0,Africa,3.67516532
8379,2020-04-28,28,4,2020,0,2,Cameroon,CM,CMR,25876387.0,Africa,3.09548624
8380,2020-04-27,27,4,2020,103,3,Cameroon,CM,CMR,25876387.0,Africa,3.09548624
8381,2020-04-26,26,4,2020,115,4,Cameroon,CM,CMR,25876387.0,Africa,2.69743995
8382,2020-04-25,25,4,2020,2,0,Cameroon,CM,CMR,25876387.0,Africa,2.31871629
8383,2020-04-24,24,4,2020,238,6,Cameroon,CM,CMR,25876387.0,Africa,2.59309771
8384,2020-04-23,23,4,2020,0,1,Cameroon,CM,CMR,25876387.0,Africa,1.67334025
8385,2020-04-22,22,4,2020,146,0,Cameroon,CM,CMR,25876387.0,Africa,1.84724398
8386,2020-04-21,21,4,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,1.38736525
8387,2020-04-20,20,4,2020,0,21,Cameroon,CM,CMR,25876387.0,Africa,1.41441694
8388,2020-04-19,19,4,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,1.78154701
8389,2020-04-18,18,4,2020,161,0,Cameroon,CM,CMR,25876387.0,Africa,1.95931526
8390,2020-04-17,17,4,2020,0,4,Cameroon,CM,CMR,25876387.0,Africa,2.25688385
8391,2020-04-16,16,4,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.40373588
8392,2020-04-15,15,4,2020,35,5,Cameroon,CM,CMR,25876387.0,Africa,2.55831697
8393,2020-04-14,14,4,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.6201494
8394,2020-04-13,13,4,2020,0,1,Cameroon,CM,CMR,25876387.0,Africa,2.78632407
8395,2020-04-12,12,4,2020,17,1,Cameroon,CM,CMR,25876387.0,Africa,2.78632407
8396,2020-04-11,11,4,2020,73,0,Cameroon,CM,CMR,25876387.0,Africa,2.76313691
8397,2020-04-10,10,4,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,2.48102643
8398,2020-04-09,9,4,2020,45,1,Cameroon,CM,CMR,25876387.0,Africa,2.54285886
8399,2020-04-08,8,4,2020,27,0,Cameroon,CM,CMR,25876387.0,Africa,2.36895514
8400,2020-04-07,7,4,2020,8,0,Cameroon,CM,CMR,25876387.0,Africa,2.32644534
8401,2020-04-06,6,4,2020,95,0,Cameroon,CM,CMR,25876387.0,Africa,2.40760041
8402,2020-04-05,5,4,2020,46,1,Cameroon,CM,CMR,25876387.0,Africa,2.04047033
8403,2020-04-04,4,4,2020,238,1,Cameroon,CM,CMR,25876387.0,Africa,1.86270208
8404,2020-04-03,3,4,2020,38,1,Cameroon,CM,CMR,25876387.0,Africa,0.99318348
8405,2020-04-02,2,4,2020,40,0,Cameroon,CM,CMR,25876387.0,Africa,0.86178955
8406,2020-04-01,1,4,2020,51,4,Cameroon,CM,CMR,25876387.0,Africa,0.70720847
8407,2020-03-31,31,3,2020,43,0,Cameroon,CM,CMR,25876387.0,Africa,0.53330475
8408,2020-03-30,30,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,0.36713008
8409,2020-03-29,29,3,2020,11,1,Cameroon,CM,CMR,25876387.0,Africa,0.37099461
8410,2020-03-28,28,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,0.33234933
8411,2020-03-27,27,3,2020,16,0,Cameroon,CM,CMR,25876387.0,Africa,0.33621386
8412,2020-03-26,26,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,0.27824595
8413,2020-03-25,25,3,2020,16,1,Cameroon,CM,CMR,25876387.0,Africa,
8414,2020-03-24,24,3,2020,29,0,Cameroon,CM,CMR,25876387.0,Africa,
8415,2020-03-23,23,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,
8416,2020-03-22,22,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,
8417,2020-03-21,21,3,2020,13,0,Cameroon,CM,CMR,25876387.0,Africa,
8418,2020-03-20,20,3,2020,4,0,Cameroon,CM,CMR,25876387.0,Africa,
8419,2020-03-19,19,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,
8420,2020-03-18,18,3,2020,6,0,Cameroon,CM,CMR,25876387.0,Africa,
8421,2020-03-17,17,3,2020,0,0,Cameroon,CM,CMR,25876387.0,Africa,
8422,2020-03-16,16,3,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,
8423,2020-03-15,15,3,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,
8424,2020-03-09,9,3,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,
8425,2020-03-07,7,3,2020,1,0,Cameroon,CM,CMR,25876387.0,Africa,
8426,2020-10-21,21,10,2020,2251,16,Canada,CA,CAN,37411038.0,America,86.51190058
8427,2020-10-20,20,10,2020,3289,18,Canada,CA,CAN,37411038.0,America,86.81127746
8428,2020-10-19,19,10,2020,1827,14,Canada,CA,CAN,37411038.0,America,85.51486863
