,Program,Year,Period,State,ANSI,Affected by,Pct of Colonies Impacted,state_code
3691,SURVEY,2018,JUL THRU SEP,Tennessee,47,Other,5.6,TN
3692,SURVEY,2018,JUL THRU SEP,Tennessee,47,Pesticides,13.2,TN
3693,SURVEY,2018,JUL THRU SEP,Tennessee,47,Pests_excl_Varroa,53.2,TN
3694,SURVEY,2018,JUL THRU SEP,Tennessee,47,Unknown,2.1,TN
3695,SURVEY,2018,JUL THRU SEP,Tennessee,47,Varroa_mites,70.6,TN
3696,SURVEY,2018,OCT THRU DEC,Tennessee,47,Disease,1.9,TN
3697,SURVEY,2018,OCT THRU DEC,Tennessee,47,Other,9.1,TN
3698,SURVEY,2018,OCT THRU DEC,Tennessee,47,Pesticides,11.4,TN
3699,SURVEY,2018,OCT THRU DEC,Tennessee,47,Pests_excl_Varroa,20.8,TN
3700,SURVEY,2018,OCT THRU DEC,Tennessee,47,Unknown,5.1,TN
3701,SURVEY,2018,OCT THRU DEC,Tennessee,47,Varroa_mites,49.8,TN
3702,SURVEY,2017,JAN THRU MAR,Tennessee,47,Disease,0.9,TN
3703,SURVEY,2017,JAN THRU MAR,Tennessee,47,Other,8.1,TN
3704,SURVEY,2017,JAN THRU MAR,Tennessee,47,Pesticides,2.4,TN
3705,SURVEY,2017,JAN THRU MAR,Tennessee,47,Pests_excl_Varroa,12.6,TN
3706,SURVEY,2017,JAN THRU MAR,Tennessee,47,Unknown,7.0,TN
3707,SURVEY,2017,JAN THRU MAR,Tennessee,47,Varroa_mites,28.6,TN
3708,SURVEY,2017,APR THRU JUN,Tennessee,47,Disease,1.0,TN
3709,SURVEY,2017,APR THRU JUN,Tennessee,47,Other,10.6,TN
3710,SURVEY,2017,APR THRU JUN,Tennessee,47,Pesticides,3.1,TN
3711,SURVEY,2017,APR THRU JUN,Tennessee,47,Pests_excl_Varroa,25.5,TN
3712,SURVEY,2017,APR THRU JUN,Tennessee,47,Unknown,3.9,TN
3713,SURVEY,2017,APR THRU JUN,Tennessee,47,Varroa_mites,53.4,TN
3714,SURVEY,2017,JUL THRU SEP,Tennessee,47,Disease,2.1,TN
3715,SURVEY,2017,JUL THRU SEP,Tennessee,47,Other,5.3,TN
3716,SURVEY,2017,JUL THRU SEP,Tennessee,47,Pesticides,6.0,TN
3717,SURVEY,2017,JUL THRU SEP,Tennessee,47,Pests_excl_Varroa,22.1,TN
3718,SURVEY,2017,JUL THRU SEP,Tennessee,47,Unknown,6.9,TN
3719,SURVEY,2017,JUL THRU SEP,Tennessee,47,Varroa_mites,42.8,TN
3720,SURVEY,2017,OCT THRU DEC,Tennessee,47,Disease,0.2,TN
3721,SURVEY,2017,OCT THRU DEC,Tennessee,47,Other,7.5,TN
3722,SURVEY,2017,OCT THRU DEC,Tennessee,47,Pesticides,2.0,TN
3723,SURVEY,2017,OCT THRU DEC,Tennessee,47,Pests_excl_Varroa,18.9,TN
3724,SURVEY,2017,OCT THRU DEC,Tennessee,47,Unknown,15.3,TN
3725,SURVEY,2017,OCT THRU DEC,Tennessee,47,Varroa_mites,22.8,TN
3726,SURVEY,2016,JAN THRU MAR,Tennessee,47,Disease,0.2,TN
3727,SURVEY,2016,JAN THRU MAR,Tennessee,47,Other,10.1,TN
3728,SURVEY,2016,JAN THRU MAR,Tennessee,47,Pesticides,3.7,TN
3729,SURVEY,2016,JAN THRU MAR,Tennessee,47,Pests_excl_Varroa,7.1,TN
3730,SURVEY,2016,JAN THRU MAR,Tennessee,47,Unknown,10.9,TN
3731,SURVEY,2016,JAN THRU MAR,Tennessee,47,Varroa_mites,19.7,TN
3732,SURVEY,2016,APR THRU JUN,Tennessee,47,Disease,0.1,TN
3733,SURVEY,2016,APR THRU JUN,Tennessee,47,Other,9.1,TN
3734,SURVEY,2016,APR THRU JUN,Tennessee,47,Pesticides,0.4,TN
3735,SURVEY,2016,APR THRU JUN,Tennessee,47,Pests_excl_Varroa,22.7,TN
3736,SURVEY,2016,APR THRU JUN,Tennessee,47,Unknown,2.6,TN
3737,SURVEY,2016,APR THRU JUN,Tennessee,47,Varroa_mites,40.9,TN
3738,SURVEY,2016,JUL THRU SEP,Tennessee,47,Disease,1.3,TN
3739,SURVEY,2016,JUL THRU SEP,Tennessee,47,Other,6.2,TN
3740,SURVEY,2016,JUL THRU SEP,Tennessee,47,Pesticides,2.4,TN
3741,SURVEY,2016,JUL THRU SEP,Tennessee,47,Pests_excl_Varroa,23.1,TN
3742,SURVEY,2016,JUL THRU SEP,Tennessee,47,Unknown,2.0,TN
3743,SURVEY,2016,JUL THRU SEP,Tennessee,47,Varroa_mites,22.5,TN
3744,SURVEY,2016,OCT THRU DEC,Tennessee,47,Disease,0.0,TN
3745,SURVEY,2016,OCT THRU DEC,Tennessee,47,Other,2.2,TN
3746,SURVEY,2016,OCT THRU DEC,Tennessee,47,Pesticides,1.1,TN
3747,SURVEY,2016,OCT THRU DEC,Tennessee,47,Pests_excl_Varroa,21.6,TN
3748,SURVEY,2016,OCT THRU DEC,Tennessee,47,Unknown,3.1,TN
3749,SURVEY,2016,OCT THRU DEC,Tennessee,47,Varroa_mites,19.9,TN
3750,SURVEY,2015,JAN THRU MAR,Tennessee,47,Disease,0.0,TN
3751,SURVEY,2015,JAN THRU MAR,Tennessee,47,Other,13.0,TN
3752,SURVEY,2015,JAN THRU MAR,Tennessee,47,Pesticides,0.0,TN
3753,SURVEY,2015,JAN THRU MAR,Tennessee,47,Pests_excl_Varroa,17.1,TN
3754,SURVEY,2015,JAN THRU MAR,Tennessee,47,Unknown,4.4,TN
3755,SURVEY,2015,JAN THRU MAR,Tennessee,47,Varroa_mites,22.2,TN
3756,SURVEY,2015,APR THRU JUN,Tennessee,47,Disease,1.8,TN
3757,SURVEY,2015,APR THRU JUN,Tennessee,47,Other,2.6,TN
3758,SURVEY,2015,APR THRU JUN,Tennessee,47,Pesticides,9.8,TN
3759,SURVEY,2015,APR THRU JUN,Tennessee,47,Pests_excl_Varroa,26.3,TN
3760,SURVEY,2015,APR THRU JUN,Tennessee,47,Unknown,3.0,TN
3761,SURVEY,2015,APR THRU JUN,Tennessee,47,Varroa_mites,47.8,TN
3762,SURVEY,2015,JUL THRU SEP,Tennessee,47,Disease,0.5,TN
3763,SURVEY,2015,JUL THRU SEP,Tennessee,47,Other,2.2,TN
3764,SURVEY,2015,JUL THRU SEP,Tennessee,47,Pesticides,4.8,TN
3765,SURVEY,2015,JUL THRU SEP,Tennessee,47,Pests_excl_Varroa,38.4,TN
3766,SURVEY,2015,JUL THRU SEP,Tennessee,47,Unknown,1.0,TN
3767,SURVEY,2015,JUL THRU SEP,Tennessee,47,Varroa_mites,50.8,TN
3768,SURVEY,2015,OCT THRU DEC,Tennessee,47,Disease,0.0,TN
3769,SURVEY,2015,OCT THRU DEC,Tennessee,47,Other,7.1,TN
3770,SURVEY,2015,OCT THRU DEC,Tennessee,47,Pesticides,4.6,TN
3771,SURVEY,2015,OCT THRU DEC,Tennessee,47,Pests_excl_Varroa,28.3,TN
3772,SURVEY,2015,OCT THRU DEC,Tennessee,47,Unknown,3.6,TN
3773,SURVEY,2015,OCT THRU DEC,Tennessee,47,Varroa_mites,43.6,TN
3774,SURVEY,2019,JAN THRU MAR,Texas,48,Disease,5.3,TX
3775,SURVEY,2019,JAN THRU MAR,Texas,48,Other,6.9,TX
3776,SURVEY,2019,JAN THRU MAR,Texas,48,Pesticides,8.3,TX
3777,SURVEY,2019,JAN THRU MAR,Texas,48,Pests_excl_Varroa,6.5,TX
3778,SURVEY,2019,JAN THRU MAR,Texas,48,Unknown,3.0,TX
3779,SURVEY,2019,JAN THRU MAR,Texas,48,Varroa_mites,26.1,TX
3780,SURVEY,2018,JAN THRU MAR,Texas,48,Disease,4.8,TX
3781,SURVEY,2018,JAN THRU MAR,Texas,48,Other,1.7,TX
3782,SURVEY,2018,JAN THRU MAR,Texas,48,Pesticides,0.2,TX
3783,SURVEY,2018,JAN THRU MAR,Texas,48,Pests_excl_Varroa,10.1,TX
3784,SURVEY,2018,JAN THRU MAR,Texas,48,Unknown,10.3,TX
3785,SURVEY,2018,JAN THRU MAR,Texas,48,Varroa_mites,21.5,TX
3786,SURVEY,2018,APR THRU JUN,Texas,48,Disease,8.1,TX
3787,SURVEY,2018,APR THRU JUN,Texas,48,Other,8.5,TX
3788,SURVEY,2018,APR THRU JUN,Texas,48,Pesticides,4.5,TX
3789,SURVEY,2018,APR THRU JUN,Texas,48,Pests_excl_Varroa,17.7,TX
3790,SURVEY,2018,APR THRU JUN,Texas,48,Unknown,14.6,TX
3791,SURVEY,2018,APR THRU JUN,Texas,48,Varroa_mites,26.5,TX
3792,SURVEY,2018,JUL THRU SEP,Texas,48,Disease,0.4,TX
3793,SURVEY,2018,JUL THRU SEP,Texas,48,Other,2.8,TX
3794,SURVEY,2018,JUL THRU SEP,Texas,48,Pesticides,6.2,TX
3795,SURVEY,2018,JUL THRU SEP,Texas,48,Pests_excl_Varroa,4.4,TX
3796,SURVEY,2018,JUL THRU SEP,Texas,48,Unknown,0.9,TX
3797,SURVEY,2018,JUL THRU SEP,Texas,48,Varroa_mites,18.8,TX
3798,SURVEY,2018,OCT THRU DEC,Texas,48,Disease,5.5,TX
3799,SURVEY,2018,OCT THRU DEC,Texas,48,Other,6.2,TX
3800,SURVEY,2018,OCT THRU DEC,Texas,48,Pesticides,3.0,TX
3801,SURVEY,2018,OCT THRU DEC,Texas,48,Pests_excl_Varroa,18.5,TX
3802,SURVEY,2018,OCT THRU DEC,Texas,48,Unknown,3.7,TX
3803,SURVEY,2018,OCT THRU DEC,Texas,48,Varroa_mites,18.6,TX
3804,SURVEY,2017,JAN THRU MAR,Texas,48,Disease,2.0,TX
3805,SURVEY,2017,JAN THRU MAR,Texas,48,Other,3.5,TX
3806,SURVEY,2017,JAN THRU MAR,Texas,48,Pesticides,5.1,TX
3807,SURVEY,2017,JAN THRU MAR,Texas,48,Pests_excl_Varroa,22.5,TX
3808,SURVEY,2017,JAN THRU MAR,Texas,48,Unknown,3.6,TX
3809,SURVEY,2017,JAN THRU MAR,Texas,48,Varroa_mites,36.2,TX
3810,SURVEY,2017,APR THRU JUN,Texas,48,Disease,1.5,TX
3811,SURVEY,2017,APR THRU JUN,Texas,48,Other,2.8,TX
3812,SURVEY,2017,APR THRU JUN,Texas,48,Pesticides,12.4,TX
3813,SURVEY,2017,APR THRU JUN,Texas,48,Pests_excl_Varroa,16.8,TX
3814,SURVEY,2017,APR THRU JUN,Texas,48,Unknown,1.4,TX
3815,SURVEY,2017,APR THRU JUN,Texas,48,Varroa_mites,28.7,TX
3816,SURVEY,2017,JUL THRU SEP,Texas,48,Disease,0.1,TX
3817,SURVEY,2017,JUL THRU SEP,Texas,48,Other,18.3,TX
3818,SURVEY,2017,JUL THRU SEP,Texas,48,Pesticides,24.0,TX
3819,SURVEY,2017,JUL THRU SEP,Texas,48,Pests_excl_Varroa,23.0,TX
3820,SURVEY,2017,JUL THRU SEP,Texas,48,Unknown,1.5,TX
3821,SURVEY,2017,JUL THRU SEP,Texas,48,Varroa_mites,33.7,TX
3822,SURVEY,2017,OCT THRU DEC,Texas,48,Disease,7.1,TX
3823,SURVEY,2017,OCT THRU DEC,Texas,48,Other,3.8,TX
3824,SURVEY,2017,OCT THRU DEC,Texas,48,Pesticides,2.9,TX
3825,SURVEY,2017,OCT THRU DEC,Texas,48,Pests_excl_Varroa,21.4,TX
3826,SURVEY,2017,OCT THRU DEC,Texas,48,Unknown,5.2,TX
3827,SURVEY,2017,OCT THRU DEC,Texas,48,Varroa_mites,33.9,TX
3828,SURVEY,2016,JAN THRU MAR,Texas,48,Disease,2.3,TX
3829,SURVEY,2016,JAN THRU MAR,Texas,48,Other,3.7,TX
3830,SURVEY,2016,JAN THRU MAR,Texas,48,Pesticides,9.4,TX
3831,SURVEY,2016,JAN THRU MAR,Texas,48,Pests_excl_Varroa,9.8,TX
3832,SURVEY,2016,JAN THRU MAR,Texas,48,Unknown,2.5,TX
3833,SURVEY,2016,JAN THRU MAR,Texas,48,Varroa_mites,19.4,TX
3834,SURVEY,2016,APR THRU JUN,Texas,48,Disease,7.5,TX
3835,SURVEY,2016,APR THRU JUN,Texas,48,Other,7.4,TX
3836,SURVEY,2016,APR THRU JUN,Texas,48,Pesticides,2.4,TX
3837,SURVEY,2016,APR THRU JUN,Texas,48,Pests_excl_Varroa,9.0,TX
3838,SURVEY,2016,APR THRU JUN,Texas,48,Unknown,3.7,TX
3839,SURVEY,2016,APR THRU JUN,Texas,48,Varroa_mites,26.1,TX
3840,SURVEY,2016,JUL THRU SEP,Texas,48,Disease,1.7,TX
3841,SURVEY,2016,JUL THRU SEP,Texas,48,Other,3.7,TX
3842,SURVEY,2016,JUL THRU SEP,Texas,48,Pesticides,31.4,TX
3843,SURVEY,2016,JUL THRU SEP,Texas,48,Pests_excl_Varroa,11.4,TX
3844,SURVEY,2016,JUL THRU SEP,Texas,48,Unknown,4.1,TX
3845,SURVEY,2016,JUL THRU SEP,Texas,48,Varroa_mites,47.2,TX
3846,SURVEY,2016,OCT THRU DEC,Texas,48,Disease,3.2,TX
3847,SURVEY,2016,OCT THRU DEC,Texas,48,Other,2.8,TX
3848,SURVEY,2016,OCT THRU DEC,Texas,48,Pesticides,3.6,TX
3849,SURVEY,2016,OCT THRU DEC,Texas,48,Pests_excl_Varroa,17.5,TX
3850,SURVEY,2016,OCT THRU DEC,Texas,48,Unknown,1.4,TX
3851,SURVEY,2016,OCT THRU DEC,Texas,48,Varroa_mites,33.1,TX
3852,SURVEY,2015,JAN THRU MAR,Texas,48,Disease,5.0,TX
3853,SURVEY,2015,JAN THRU MAR,Texas,48,Other,2.3,TX
3854,SURVEY,2015,JAN THRU MAR,Texas,48,Pesticides,11.1,TX
3855,SURVEY,2015,JAN THRU MAR,Texas,48,Pests_excl_Varroa,12.2,TX
3856,SURVEY,2015,JAN THRU MAR,Texas,48,Unknown,6.2,TX
3857,SURVEY,2015,JAN THRU MAR,Texas,48,Varroa_mites,21.5,TX
3858,SURVEY,2015,APR THRU JUN,Texas,48,Disease,2.5,TX
3859,SURVEY,2015,APR THRU JUN,Texas,48,Other,7.4,TX
3860,SURVEY,2015,APR THRU JUN,Texas,48,Pesticides,6.6,TX
3861,SURVEY,2015,APR THRU JUN,Texas,48,Pests_excl_Varroa,22.9,TX
3862,SURVEY,2015,APR THRU JUN,Texas,48,Unknown,3.0,TX
3863,SURVEY,2015,APR THRU JUN,Texas,48,Varroa_mites,19.3,TX
3864,SURVEY,2015,JUL THRU SEP,Texas,48,Disease,1.3,TX
3865,SURVEY,2015,JUL THRU SEP,Texas,48,Other,4.7,TX
3866,SURVEY,2015,JUL THRU SEP,Texas,48,Pesticides,19.4,TX
3867,SURVEY,2015,JUL THRU SEP,Texas,48,Pests_excl_Varroa,26.0,TX
3868,SURVEY,2015,JUL THRU SEP,Texas,48,Unknown,5.2,TX
3869,SURVEY,2015,JUL THRU SEP,Texas,48,Varroa_mites,30.7,TX
3870,SURVEY,2015,OCT THRU DEC,Texas,48,Disease,2.7,TX
3871,SURVEY,2015,OCT THRU DEC,Texas,48,Other,2.2,TX
3872,SURVEY,2015,OCT THRU DEC,Texas,48,Pesticides,5.4,TX
3873,SURVEY,2015,OCT THRU DEC,Texas,48,Pests_excl_Varroa,8.7,TX
3874,SURVEY,2015,OCT THRU DEC,Texas,48,Unknown,8.0,TX
3875,SURVEY,2015,OCT THRU DEC,Texas,48,Varroa_mites,20.9,TX
3876,SURVEY,2019,JAN THRU MAR,Utah,49,Disease,0.1,UT
3877,SURVEY,2019,JAN THRU MAR,Utah,49,Other,0.3,UT
3878,SURVEY,2019,JAN THRU MAR,Utah,49,Pesticides,0.0,UT
3879,SURVEY,2019,JAN THRU MAR,Utah,49,Pests_excl_Varroa,0.0,UT
3880,SURVEY,2019,JAN THRU MAR,Utah,49,Unknown,8.8,UT
3881,SURVEY,2019,JAN THRU MAR,Utah,49,Varroa_mites,22.9,UT
3882,SURVEY,2018,JAN THRU MAR,Utah,49,Disease,0.1,UT
3883,SURVEY,2018,JAN THRU MAR,Utah,49,Other,0.1,UT
3884,SURVEY,2018,JAN THRU MAR,Utah,49,Pesticides,0.0,UT
3885,SURVEY,2018,JAN THRU MAR,Utah,49,Pests_excl_Varroa,0.0,UT
3886,SURVEY,2018,JAN THRU MAR,Utah,49,Unknown,0.5,UT
3887,SURVEY,2018,JAN THRU MAR,Utah,49,Varroa_mites,18.7,UT
3888,SURVEY,2018,APR THRU JUN,Utah,49,Disease,2.0,UT
3889,SURVEY,2018,APR THRU JUN,Utah,49,Other,1.4,UT
3890,SURVEY,2018,APR THRU JUN,Utah,49,Pesticides,1.7,UT
3891,SURVEY,2018,APR THRU JUN,Utah,49,Pests_excl_Varroa,3.7,UT
3892,SURVEY,2018,APR THRU JUN,Utah,49,Unknown,1.9,UT
3893,SURVEY,2018,APR THRU JUN,Utah,49,Varroa_mites,43.5,UT
3894,SURVEY,2018,JUL THRU SEP,Utah,49,Disease,0.1,UT
3895,SURVEY,2018,JUL THRU SEP,Utah,49,Other,1.0,UT
3896,SURVEY,2018,JUL THRU SEP,Utah,49,Pesticides,0.2,UT
3897,SURVEY,2018,JUL THRU SEP,Utah,49,Pests_excl_Varroa,15.5,UT
3898,SURVEY,2018,JUL THRU SEP,Utah,49,Unknown,0.7,UT
3899,SURVEY,2018,JUL THRU SEP,Utah,49,Varroa_mites,34.0,UT
3900,SURVEY,2018,OCT THRU DEC,Utah,49,Disease,5.5,UT
3901,SURVEY,2018,OCT THRU DEC,Utah,49,Other,6.5,UT
3902,SURVEY,2018,OCT THRU DEC,Utah,49,Pesticides,8.0,UT
3903,SURVEY,2018,OCT THRU DEC,Utah,49,Pests_excl_Varroa,9.8,UT
3904,SURVEY,2018,OCT THRU DEC,Utah,49,Unknown,4.9,UT
3905,SURVEY,2018,OCT THRU DEC,Utah,49,Varroa_mites,48.0,UT
3906,SURVEY,2017,JAN THRU MAR,Utah,49,Disease,0.1,UT
3907,SURVEY,2017,JAN THRU MAR,Utah,49,Other,2.0,UT
3908,SURVEY,2017,JAN THRU MAR,Utah,49,Pesticides,0.0,UT
3909,SURVEY,2017,JAN THRU MAR,Utah,49,Pests_excl_Varroa,0.0,UT
3910,SURVEY,2017,JAN THRU MAR,Utah,49,Unknown,0.3,UT
3911,SURVEY,2017,JAN THRU MAR,Utah,49,Varroa_mites,38.7,UT
3912,SURVEY,2017,APR THRU JUN,Utah,49,Disease,0.3,UT
3913,SURVEY,2017,APR THRU JUN,Utah,49,Other,12.6,UT
3914,SURVEY,2017,APR THRU JUN,Utah,49,Pesticides,0.1,UT
3915,SURVEY,2017,APR THRU JUN,Utah,49,Pests_excl_Varroa,1.3,UT
3916,SURVEY,2017,APR THRU JUN,Utah,49,Unknown,0.0,UT
3917,SURVEY,2017,APR THRU JUN,Utah,49,Varroa_mites,36.7,UT
3918,SURVEY,2017,JUL THRU SEP,Utah,49,Disease,0.5,UT
3919,SURVEY,2017,JUL THRU SEP,Utah,49,Other,15.9,UT
3920,SURVEY,2017,JUL THRU SEP,Utah,49,Pesticides,16.7,UT
3921,SURVEY,2017,JUL THRU SEP,Utah,49,Pests_excl_Varroa,0.1,UT
3922,SURVEY,2017,JUL THRU SEP,Utah,49,Unknown,9.1,UT
3923,SURVEY,2017,JUL THRU SEP,Utah,49,Varroa_mites,40.5,UT
3924,SURVEY,2017,OCT THRU DEC,Utah,49,Disease,11.0,UT
3925,SURVEY,2017,OCT THRU DEC,Utah,49,Other,9.4,UT
3926,SURVEY,2017,OCT THRU DEC,Utah,49,Pesticides,9.2,UT
3927,SURVEY,2017,OCT THRU DEC,Utah,49,Pests_excl_Varroa,8.9,UT
3928,SURVEY,2017,OCT THRU DEC,Utah,49,Unknown,19.8,UT
3929,SURVEY,2017,OCT THRU DEC,Utah,49,Varroa_mites,24.3,UT
3930,SURVEY,2016,JAN THRU MAR,Utah,49,Disease,0.1,UT
3931,SURVEY,2016,JAN THRU MAR,Utah,49,Other,1.6,UT
3932,SURVEY,2016,JAN THRU MAR,Utah,49,Pesticides,0.4,UT
3933,SURVEY,2016,JAN THRU MAR,Utah,49,Pests_excl_Varroa,7.0,UT
3934,SURVEY,2016,JAN THRU MAR,Utah,49,Unknown,0.5,UT
3935,SURVEY,2016,JAN THRU MAR,Utah,49,Varroa_mites,26.2,UT
3936,SURVEY,2016,APR THRU JUN,Utah,49,Disease,1.8,UT
3937,SURVEY,2016,APR THRU JUN,Utah,49,Other,3.4,UT
3938,SURVEY,2016,APR THRU JUN,Utah,49,Pesticides,7.3,UT
3939,SURVEY,2016,APR THRU JUN,Utah,49,Pests_excl_Varroa,0.1,UT
3940,SURVEY,2016,APR THRU JUN,Utah,49,Unknown,0.8,UT
3941,SURVEY,2016,APR THRU JUN,Utah,49,Varroa_mites,23.0,UT
3942,SURVEY,2016,JUL THRU SEP,Utah,49,Disease,0.6,UT
3943,SURVEY,2016,JUL THRU SEP,Utah,49,Other,2.5,UT
3944,SURVEY,2016,JUL THRU SEP,Utah,49,Pesticides,21.8,UT
3945,SURVEY,2016,JUL THRU SEP,Utah,49,Pests_excl_Varroa,20.2,UT
3946,SURVEY,2016,JUL THRU SEP,Utah,49,Unknown,1.7,UT
3947,SURVEY,2016,JUL THRU SEP,Utah,49,Varroa_mites,32.1,UT
3948,SURVEY,2016,OCT THRU DEC,Utah,49,Disease,0.2,UT
3949,SURVEY,2016,OCT THRU DEC,Utah,49,Other,0.7,UT
3950,SURVEY,2016,OCT THRU DEC,Utah,49,Pesticides,0.9,UT
3951,SURVEY,2016,OCT THRU DEC,Utah,49,Pests_excl_Varroa,0.1,UT
3952,SURVEY,2016,OCT THRU DEC,Utah,49,Unknown,0.3,UT
3953,SURVEY,2016,OCT THRU DEC,Utah,49,Varroa_mites,26.4,UT
3954,SURVEY,2015,JAN THRU MAR,Utah,49,Disease,0.1,UT
3955,SURVEY,2015,JAN THRU MAR,Utah,49,Other,3.0,UT
3956,SURVEY,2015,JAN THRU MAR,Utah,49,Pesticides,4.4,UT
3957,SURVEY,2015,JAN THRU MAR,Utah,49,Pests_excl_Varroa,0.9,UT
3958,SURVEY,2015,JAN THRU MAR,Utah,49,Unknown,0.5,UT
3959,SURVEY,2015,JAN THRU MAR,Utah,49,Varroa_mites,13.6,UT
3960,SURVEY,2015,APR THRU JUN,Utah,49,Disease,1.5,UT
3961,SURVEY,2015,APR THRU JUN,Utah,49,Other,5.6,UT
3962,SURVEY,2015,APR THRU JUN,Utah,49,Pesticides,12.3,UT
3963,SURVEY,2015,APR THRU JUN,Utah,49,Pests_excl_Varroa,10.8,UT
3964,SURVEY,2015,APR THRU JUN,Utah,49,Unknown,1.2,UT
3965,SURVEY,2015,APR THRU JUN,Utah,49,Varroa_mites,27.2,UT
3966,SURVEY,2015,JUL THRU SEP,Utah,49,Disease,41.6,UT
3967,SURVEY,2015,JUL THRU SEP,Utah,49,Other,3.6,UT
3968,SURVEY,2015,JUL THRU SEP,Utah,49,Pesticides,33.6,UT
3969,SURVEY,2015,JUL THRU SEP,Utah,49,Pests_excl_Varroa,25.0,UT
3970,SURVEY,2015,JUL THRU SEP,Utah,49,Unknown,0.1,UT
3971,SURVEY,2015,JUL THRU SEP,Utah,49,Varroa_mites,40.1,UT
3972,SURVEY,2015,OCT THRU DEC,Utah,49,Disease,6.4,UT
3973,SURVEY,2015,OCT THRU DEC,Utah,49,Other,4.4,UT
3974,SURVEY,2015,OCT THRU DEC,Utah,49,Pesticides,0.2,UT
3975,SURVEY,2015,OCT THRU DEC,Utah,49,Pests_excl_Varroa,9.1,UT
3976,SURVEY,2015,OCT THRU DEC,Utah,49,Unknown,0.4,UT
3977,SURVEY,2015,OCT THRU DEC,Utah,49,Varroa_mites,75.8,UT
3978,SURVEY,2019,JAN THRU MAR,Vermont,50,Disease,2.4,VT
3979,SURVEY,2019,JAN THRU MAR,Vermont,50,Other,0.2,VT
3980,SURVEY,2019,JAN THRU MAR,Vermont,50,Pesticides,0.0,VT
3981,SURVEY,2019,JAN THRU MAR,Vermont,50,Pests_excl_Varroa,0.1,VT
3982,SURVEY,2019,JAN THRU MAR,Vermont,50,Unknown,1.2,VT
3983,SURVEY,2019,JAN THRU MAR,Vermont,50,Varroa_mites,6.2,VT
3984,SURVEY,2018,JAN THRU MAR,Vermont,50,Disease,0.3,VT
3985,SURVEY,2018,JAN THRU MAR,Vermont,50,Other,2.0,VT
3986,SURVEY,2018,JAN THRU MAR,Vermont,50,Pesticides,0.6,VT
3987,SURVEY,2018,JAN THRU MAR,Vermont,50,Pests_excl_Varroa,1.2,VT
3988,SURVEY,2018,JAN THRU MAR,Vermont,50,Unknown,0.8,VT
3989,SURVEY,2018,JAN THRU MAR,Vermont,50,Varroa_mites,17.0,VT
3990,SURVEY,2018,APR THRU JUN,Vermont,50,Disease,0.7,VT
3991,SURVEY,2018,APR THRU JUN,Vermont,50,Other,1.8,VT
3992,SURVEY,2018,APR THRU JUN,Vermont,50,Pesticides,16.7,VT
3993,SURVEY,2018,APR THRU JUN,Vermont,50,Pests_excl_Varroa,1.5,VT
3994,SURVEY,2018,APR THRU JUN,Vermont,50,Unknown,0.1,VT
3995,SURVEY,2018,APR THRU JUN,Vermont,50,Varroa_mites,21.8,VT
3996,SURVEY,2018,JUL THRU SEP,Vermont,50,Disease,4.3,VT
3997,SURVEY,2018,JUL THRU SEP,Vermont,50,Other,0.3,VT
3998,SURVEY,2018,JUL THRU SEP,Vermont,50,Pesticides,24.1,VT
3999,SURVEY,2018,JUL THRU SEP,Vermont,50,Pests_excl_Varroa,4.9,VT
4000,SURVEY,2018,JUL THRU SEP,Vermont,50,Unknown,0.0,VT
4001,SURVEY,2018,JUL THRU SEP,Vermont,50,Varroa_mites,29.3,VT
4002,SURVEY,2018,OCT THRU DEC,Vermont,50,Disease,0.0,VT
4003,SURVEY,2018,OCT THRU DEC,Vermont,50,Other,0.8,VT
4004,SURVEY,2018,OCT THRU DEC,Vermont,50,Pesticides,0.0,VT
4005,SURVEY,2018,OCT THRU DEC,Vermont,50,Pests_excl_Varroa,1.3,VT
4006,SURVEY,2018,OCT THRU DEC,Vermont,50,Unknown,0.7,VT
4007,SURVEY,2018,OCT THRU DEC,Vermont,50,Varroa_mites,6.2,VT
4008,SURVEY,2017,JAN THRU MAR,Vermont,50,Disease,2.1,VT
4009,SURVEY,2017,JAN THRU MAR,Vermont,50,Other,0.9,VT
4010,SURVEY,2017,JAN THRU MAR,Vermont,50,Pesticides,0.2,VT
4011,SURVEY,2017,JAN THRU MAR,Vermont,50,Pests_excl_Varroa,0.7,VT
4012,SURVEY,2017,JAN THRU MAR,Vermont,50,Unknown,2.2,VT
4013,SURVEY,2017,JAN THRU MAR,Vermont,50,Varroa_mites,6.0,VT
4014,SURVEY,2017,APR THRU JUN,Vermont,50,Disease,0.3,VT
4015,SURVEY,2017,APR THRU JUN,Vermont,50,Other,0.2,VT
4016,SURVEY,2017,APR THRU JUN,Vermont,50,Pesticides,0.0,VT
4017,SURVEY,2017,APR THRU JUN,Vermont,50,Pests_excl_Varroa,0.3,VT
4018,SURVEY,2017,APR THRU JUN,Vermont,50,Unknown,0.5,VT
4019,SURVEY,2017,APR THRU JUN,Vermont,50,Varroa_mites,3.3,VT
4020,SURVEY,2017,JUL THRU SEP,Vermont,50,Disease,4.7,VT
4021,SURVEY,2017,JUL THRU SEP,Vermont,50,Other,7.0,VT
4022,SURVEY,2017,JUL THRU SEP,Vermont,50,Pesticides,0.0,VT
4023,SURVEY,2017,JUL THRU SEP,Vermont,50,Pests_excl_Varroa,9.0,VT
4024,SURVEY,2017,JUL THRU SEP,Vermont,50,Unknown,0.7,VT
