,Program,Year,Period,State,ANSI,Affected by,Pct of Colonies Impacted,state_code
0,SURVEY,2019,JAN THRU MAR,Alabama,1,Disease,1.8,AL
1,SURVEY,2019,JAN THRU MAR,Alabama,1,Other,3.1,AL
2,SURVEY,2019,JAN THRU MAR,Alabama,1,Pesticides,0.3,AL
3,SURVEY,2019,JAN THRU MAR,Alabama,1,Pests_excl_Varroa,22.7,AL
4,SURVEY,2019,JAN THRU MAR,Alabama,1,Unknown,9.0,AL
5,SURVEY,2019,JAN THRU MAR,Alabama,1,Varroa_mites,27.2,AL
6,SURVEY,2018,JAN THRU MAR,Alabama,1,Disease,1.9,AL
7,SURVEY,2018,JAN THRU MAR,Alabama,1,Other,8.6,AL
8,SURVEY,2018,JAN THRU MAR,Alabama,1,Pesticides,14.9,AL
9,SURVEY,2018,JAN THRU MAR,Alabama,1,Pests_excl_Varroa,30.2,AL
10,SURVEY,2018,JAN THRU MAR,Alabama,1,Unknown,4.5,AL
11,SURVEY,2018,JAN THRU MAR,Alabama,1,Varroa_mites,29.2,AL
12,SURVEY,2018,APR THRU JUN,Alabama,1,Disease,1.3,AL
13,SURVEY,2018,APR THRU JUN,Alabama,1,Other,9.4,AL
14,SURVEY,2018,APR THRU JUN,Alabama,1,Pesticides,14.4,AL
15,SURVEY,2018,APR THRU JUN,Alabama,1,Pests_excl_Varroa,27.3,AL
16,SURVEY,2018,APR THRU JUN,Alabama,1,Unknown,2.1,AL
17,SURVEY,2018,APR THRU JUN,Alabama,1,Varroa_mites,25.2,AL
18,SURVEY,2018,JUL THRU SEP,Alabama,1,Disease,0.7,AL
19,SURVEY,2018,JUL THRU SEP,Alabama,1,Other,7.8,AL
20,SURVEY,2018,JUL THRU SEP,Alabama,1,Pesticides,14.6,AL
21,SURVEY,2018,JUL THRU SEP,Alabama,1,Pests_excl_Varroa,69.4,AL
22,SURVEY,2018,JUL THRU SEP,Alabama,1,Unknown,6.8,AL
23,SURVEY,2018,JUL THRU SEP,Alabama,1,Varroa_mites,77.5,AL
24,SURVEY,2018,OCT THRU DEC,Alabama,1,Disease,1.3,AL
25,SURVEY,2018,OCT THRU DEC,Alabama,1,Other,3.4,AL
26,SURVEY,2018,OCT THRU DEC,Alabama,1,Pesticides,1.5,AL
27,SURVEY,2018,OCT THRU DEC,Alabama,1,Pests_excl_Varroa,20.5,AL
28,SURVEY,2018,OCT THRU DEC,Alabama,1,Unknown,7.5,AL
29,SURVEY,2018,OCT THRU DEC,Alabama,1,Varroa_mites,20.6,AL
30,SURVEY,2017,JAN THRU MAR,Alabama,1,Disease,0.2,AL
31,SURVEY,2017,JAN THRU MAR,Alabama,1,Other,6.7,AL
32,SURVEY,2017,JAN THRU MAR,Alabama,1,Pesticides,3.2,AL
33,SURVEY,2017,JAN THRU MAR,Alabama,1,Pests_excl_Varroa,9.8,AL
34,SURVEY,2017,JAN THRU MAR,Alabama,1,Unknown,9.3,AL
35,SURVEY,2017,JAN THRU MAR,Alabama,1,Varroa_mites,19.9,AL
36,SURVEY,2017,APR THRU JUN,Alabama,1,Disease,0.0,AL
37,SURVEY,2017,APR THRU JUN,Alabama,1,Other,9.4,AL
38,SURVEY,2017,APR THRU JUN,Alabama,1,Pesticides,4.2,AL
39,SURVEY,2017,APR THRU JUN,Alabama,1,Pests_excl_Varroa,13.6,AL
40,SURVEY,2017,APR THRU JUN,Alabama,1,Unknown,5.3,AL
41,SURVEY,2017,APR THRU JUN,Alabama,1,Varroa_mites,17.9,AL
42,SURVEY,2017,JUL THRU SEP,Alabama,1,Disease,0.0,AL
43,SURVEY,2017,JUL THRU SEP,Alabama,1,Other,7.5,AL
44,SURVEY,2017,JUL THRU SEP,Alabama,1,Pesticides,35.4,AL
45,SURVEY,2017,JUL THRU SEP,Alabama,1,Pests_excl_Varroa,22.1,AL
46,SURVEY,2017,JUL THRU SEP,Alabama,1,Unknown,3.9,AL
47,SURVEY,2017,JUL THRU SEP,Alabama,1,Varroa_mites,69.5,AL
48,SURVEY,2017,OCT THRU DEC,Alabama,1,Disease,8.8,AL
49,SURVEY,2017,OCT THRU DEC,Alabama,1,Other,1.7,AL
50,SURVEY,2017,OCT THRU DEC,Alabama,1,Pesticides,9.5,AL
51,SURVEY,2017,OCT THRU DEC,Alabama,1,Pests_excl_Varroa,10.1,AL
52,SURVEY,2017,OCT THRU DEC,Alabama,1,Unknown,5.2,AL
53,SURVEY,2017,OCT THRU DEC,Alabama,1,Varroa_mites,22.3,AL
54,SURVEY,2016,JAN THRU MAR,Alabama,1,Disease,4.3,AL
55,SURVEY,2016,JAN THRU MAR,Alabama,1,Other,2.4,AL
56,SURVEY,2016,JAN THRU MAR,Alabama,1,Pesticides,8.1,AL
57,SURVEY,2016,JAN THRU MAR,Alabama,1,Pests_excl_Varroa,22.0,AL
58,SURVEY,2016,JAN THRU MAR,Alabama,1,Unknown,11.3,AL
59,SURVEY,2016,JAN THRU MAR,Alabama,1,Varroa_mites,24.2,AL
60,SURVEY,2016,APR THRU JUN,Alabama,1,Disease,0.3,AL
61,SURVEY,2016,APR THRU JUN,Alabama,1,Other,4.8,AL
62,SURVEY,2016,APR THRU JUN,Alabama,1,Pesticides,1.7,AL
63,SURVEY,2016,APR THRU JUN,Alabama,1,Pests_excl_Varroa,8.2,AL
64,SURVEY,2016,APR THRU JUN,Alabama,1,Unknown,5.4,AL
65,SURVEY,2016,APR THRU JUN,Alabama,1,Varroa_mites,9.6,AL
66,SURVEY,2016,JUL THRU SEP,Alabama,1,Disease,0.0,AL
67,SURVEY,2016,JUL THRU SEP,Alabama,1,Other,3.2,AL
68,SURVEY,2016,JUL THRU SEP,Alabama,1,Pesticides,3.8,AL
69,SURVEY,2016,JUL THRU SEP,Alabama,1,Pests_excl_Varroa,42.0,AL
70,SURVEY,2016,JUL THRU SEP,Alabama,1,Unknown,13.8,AL
71,SURVEY,2016,JUL THRU SEP,Alabama,1,Varroa_mites,11.7,AL
72,SURVEY,2016,OCT THRU DEC,Alabama,1,Disease,0.2,AL
73,SURVEY,2016,OCT THRU DEC,Alabama,1,Other,6.7,AL
74,SURVEY,2016,OCT THRU DEC,Alabama,1,Pesticides,2.4,AL
75,SURVEY,2016,OCT THRU DEC,Alabama,1,Pests_excl_Varroa,9.9,AL
76,SURVEY,2016,OCT THRU DEC,Alabama,1,Unknown,3.3,AL
77,SURVEY,2016,OCT THRU DEC,Alabama,1,Varroa_mites,12.3,AL
78,SURVEY,2015,JAN THRU MAR,Alabama,1,Disease,0.0,AL
79,SURVEY,2015,JAN THRU MAR,Alabama,1,Other,9.1,AL
80,SURVEY,2015,JAN THRU MAR,Alabama,1,Pesticides,2.2,AL
81,SURVEY,2015,JAN THRU MAR,Alabama,1,Pests_excl_Varroa,5.4,AL
82,SURVEY,2015,JAN THRU MAR,Alabama,1,Unknown,9.4,AL
83,SURVEY,2015,JAN THRU MAR,Alabama,1,Varroa_mites,10.0,AL
84,SURVEY,2015,APR THRU JUN,Alabama,1,Disease,0.0,AL
85,SURVEY,2015,APR THRU JUN,Alabama,1,Other,3.2,AL
86,SURVEY,2015,APR THRU JUN,Alabama,1,Pesticides,2.3,AL
87,SURVEY,2015,APR THRU JUN,Alabama,1,Pests_excl_Varroa,42.5,AL
88,SURVEY,2015,APR THRU JUN,Alabama,1,Unknown,4.1,AL
89,SURVEY,2015,APR THRU JUN,Alabama,1,Varroa_mites,16.7,AL
90,SURVEY,2015,JUL THRU SEP,Alabama,1,Disease,0.0,AL
91,SURVEY,2015,JUL THRU SEP,Alabama,1,Other,2.2,AL
92,SURVEY,2015,JUL THRU SEP,Alabama,1,Pesticides,2.6,AL
93,SURVEY,2015,JUL THRU SEP,Alabama,1,Pests_excl_Varroa,70.6,AL
94,SURVEY,2015,JUL THRU SEP,Alabama,1,Unknown,17.7,AL
95,SURVEY,2015,JUL THRU SEP,Alabama,1,Varroa_mites,63.1,AL
96,SURVEY,2015,OCT THRU DEC,Alabama,1,Disease,0.2,AL
97,SURVEY,2015,OCT THRU DEC,Alabama,1,Other,2.8,AL
98,SURVEY,2015,OCT THRU DEC,Alabama,1,Pesticides,0.2,AL
99,SURVEY,2015,OCT THRU DEC,Alabama,1,Pests_excl_Varroa,6.4,AL
100,SURVEY,2015,OCT THRU DEC,Alabama,1,Unknown,1.9,AL
101,SURVEY,2015,OCT THRU DEC,Alabama,1,Varroa_mites,3.1,AL
102,SURVEY,2019,JAN THRU MAR,Arizona,4,Disease,6.5,AZ
103,SURVEY,2019,JAN THRU MAR,Arizona,4,Other,8.4,AZ
104,SURVEY,2019,JAN THRU MAR,Arizona,4,Pesticides,16.2,AZ
105,SURVEY,2019,JAN THRU MAR,Arizona,4,Pests_excl_Varroa,7.9,AZ
106,SURVEY,2019,JAN THRU MAR,Arizona,4,Unknown,0.2,AZ
107,SURVEY,2019,JAN THRU MAR,Arizona,4,Varroa_mites,25.8,AZ
108,SURVEY,2018,JAN THRU MAR,Arizona,4,Disease,4.6,AZ
109,SURVEY,2018,JAN THRU MAR,Arizona,4,Other,7.9,AZ
110,SURVEY,2018,JAN THRU MAR,Arizona,4,Pesticides,15.3,AZ
111,SURVEY,2018,JAN THRU MAR,Arizona,4,Pests_excl_Varroa,4.3,AZ
112,SURVEY,2018,JAN THRU MAR,Arizona,4,Unknown,4.2,AZ
113,SURVEY,2018,JAN THRU MAR,Arizona,4,Varroa_mites,36.3,AZ
114,SURVEY,2018,APR THRU JUN,Arizona,4,Disease,32.8,AZ
115,SURVEY,2018,APR THRU JUN,Arizona,4,Other,14.3,AZ
116,SURVEY,2018,APR THRU JUN,Arizona,4,Pesticides,0.8,AZ
117,SURVEY,2018,APR THRU JUN,Arizona,4,Pests_excl_Varroa,7.2,AZ
118,SURVEY,2018,APR THRU JUN,Arizona,4,Unknown,4.1,AZ
119,SURVEY,2018,APR THRU JUN,Arizona,4,Varroa_mites,73.8,AZ
120,SURVEY,2018,JUL THRU SEP,Arizona,4,Disease,4.5,AZ
121,SURVEY,2018,JUL THRU SEP,Arizona,4,Other,15.0,AZ
122,SURVEY,2018,JUL THRU SEP,Arizona,4,Pesticides,3.8,AZ
123,SURVEY,2018,JUL THRU SEP,Arizona,4,Pests_excl_Varroa,2.3,AZ
124,SURVEY,2018,JUL THRU SEP,Arizona,4,Unknown,27.6,AZ
125,SURVEY,2018,JUL THRU SEP,Arizona,4,Varroa_mites,52.5,AZ
126,SURVEY,2018,OCT THRU DEC,Arizona,4,Disease,3.1,AZ
127,SURVEY,2018,OCT THRU DEC,Arizona,4,Other,7.1,AZ
128,SURVEY,2018,OCT THRU DEC,Arizona,4,Pesticides,0.0,AZ
129,SURVEY,2018,OCT THRU DEC,Arizona,4,Pests_excl_Varroa,8.3,AZ
130,SURVEY,2018,OCT THRU DEC,Arizona,4,Unknown,3.0,AZ
131,SURVEY,2018,OCT THRU DEC,Arizona,4,Varroa_mites,20.6,AZ
132,SURVEY,2017,JAN THRU MAR,Arizona,4,Disease,3.8,AZ
133,SURVEY,2017,JAN THRU MAR,Arizona,4,Other,6.5,AZ
134,SURVEY,2017,JAN THRU MAR,Arizona,4,Pesticides,1.7,AZ
135,SURVEY,2017,JAN THRU MAR,Arizona,4,Pests_excl_Varroa,2.0,AZ
136,SURVEY,2017,JAN THRU MAR,Arizona,4,Unknown,2.1,AZ
137,SURVEY,2017,JAN THRU MAR,Arizona,4,Varroa_mites,35.6,AZ
138,SURVEY,2017,APR THRU JUN,Arizona,4,Disease,19.7,AZ
139,SURVEY,2017,APR THRU JUN,Arizona,4,Other,20.4,AZ
140,SURVEY,2017,APR THRU JUN,Arizona,4,Pesticides,12.4,AZ
141,SURVEY,2017,APR THRU JUN,Arizona,4,Pests_excl_Varroa,15.9,AZ
142,SURVEY,2017,APR THRU JUN,Arizona,4,Unknown,0.7,AZ
143,SURVEY,2017,APR THRU JUN,Arizona,4,Varroa_mites,58.4,AZ
144,SURVEY,2017,JUL THRU SEP,Arizona,4,Disease,0.5,AZ
145,SURVEY,2017,JUL THRU SEP,Arizona,4,Other,12.4,AZ
146,SURVEY,2017,JUL THRU SEP,Arizona,4,Pesticides,1.1,AZ
147,SURVEY,2017,JUL THRU SEP,Arizona,4,Pests_excl_Varroa,0.4,AZ
148,SURVEY,2017,JUL THRU SEP,Arizona,4,Unknown,6.3,AZ
149,SURVEY,2017,JUL THRU SEP,Arizona,4,Varroa_mites,19.8,AZ
150,SURVEY,2017,OCT THRU DEC,Arizona,4,Disease,2.3,AZ
151,SURVEY,2017,OCT THRU DEC,Arizona,4,Other,4.1,AZ
152,SURVEY,2017,OCT THRU DEC,Arizona,4,Pesticides,1.6,AZ
153,SURVEY,2017,OCT THRU DEC,Arizona,4,Pests_excl_Varroa,4.2,AZ
154,SURVEY,2017,OCT THRU DEC,Arizona,4,Unknown,0.1,AZ
155,SURVEY,2017,OCT THRU DEC,Arizona,4,Varroa_mites,61.6,AZ
156,SURVEY,2016,JAN THRU MAR,Arizona,4,Disease,0.0,AZ
157,SURVEY,2016,JAN THRU MAR,Arizona,4,Other,6.5,AZ
158,SURVEY,2016,JAN THRU MAR,Arizona,4,Pesticides,7.7,AZ
159,SURVEY,2016,JAN THRU MAR,Arizona,4,Pests_excl_Varroa,2.8,AZ
160,SURVEY,2016,JAN THRU MAR,Arizona,4,Unknown,7.2,AZ
161,SURVEY,2016,JAN THRU MAR,Arizona,4,Varroa_mites,33.8,AZ
162,SURVEY,2016,APR THRU JUN,Arizona,4,Disease,17.2,AZ
163,SURVEY,2016,APR THRU JUN,Arizona,4,Other,17.4,AZ
164,SURVEY,2016,APR THRU JUN,Arizona,4,Pesticides,12.0,AZ
165,SURVEY,2016,APR THRU JUN,Arizona,4,Pests_excl_Varroa,47.5,AZ
166,SURVEY,2016,APR THRU JUN,Arizona,4,Unknown,3.5,AZ
167,SURVEY,2016,APR THRU JUN,Arizona,4,Varroa_mites,26.8,AZ
168,SURVEY,2016,JUL THRU SEP,Arizona,4,Disease,0.9,AZ
169,SURVEY,2016,JUL THRU SEP,Arizona,4,Other,13.4,AZ
170,SURVEY,2016,JUL THRU SEP,Arizona,4,Pesticides,13.5,AZ
171,SURVEY,2016,JUL THRU SEP,Arizona,4,Pests_excl_Varroa,1.0,AZ
172,SURVEY,2016,JUL THRU SEP,Arizona,4,Unknown,8.9,AZ
173,SURVEY,2016,JUL THRU SEP,Arizona,4,Varroa_mites,41.7,AZ
174,SURVEY,2016,OCT THRU DEC,Arizona,4,Disease,2.3,AZ
175,SURVEY,2016,OCT THRU DEC,Arizona,4,Other,4.3,AZ
176,SURVEY,2016,OCT THRU DEC,Arizona,4,Pesticides,6.5,AZ
177,SURVEY,2016,OCT THRU DEC,Arizona,4,Pests_excl_Varroa,15.5,AZ
178,SURVEY,2016,OCT THRU DEC,Arizona,4,Unknown,3.2,AZ
179,SURVEY,2016,OCT THRU DEC,Arizona,4,Varroa_mites,98.8,AZ
180,SURVEY,2015,JAN THRU MAR,Arizona,4,Disease,0.1,AZ
181,SURVEY,2015,JAN THRU MAR,Arizona,4,Other,1.8,AZ
182,SURVEY,2015,JAN THRU MAR,Arizona,4,Pesticides,0.0,AZ
183,SURVEY,2015,JAN THRU MAR,Arizona,4,Pests_excl_Varroa,20.5,AZ
184,SURVEY,2015,JAN THRU MAR,Arizona,4,Unknown,3.1,AZ
185,SURVEY,2015,JAN THRU MAR,Arizona,4,Varroa_mites,26.9,AZ
186,SURVEY,2015,APR THRU JUN,Arizona,4,Disease,0.5,AZ
187,SURVEY,2015,APR THRU JUN,Arizona,4,Other,28.2,AZ
188,SURVEY,2015,APR THRU JUN,Arizona,4,Pesticides,20.1,AZ
189,SURVEY,2015,APR THRU JUN,Arizona,4,Pests_excl_Varroa,32.1,AZ
190,SURVEY,2015,APR THRU JUN,Arizona,4,Unknown,0.3,AZ
191,SURVEY,2015,APR THRU JUN,Arizona,4,Varroa_mites,8.4,AZ
192,SURVEY,2015,JUL THRU SEP,Arizona,4,Disease,5.4,AZ
193,SURVEY,2015,JUL THRU SEP,Arizona,4,Other,7.6,AZ
194,SURVEY,2015,JUL THRU SEP,Arizona,4,Pesticides,17.3,AZ
195,SURVEY,2015,JUL THRU SEP,Arizona,4,Pests_excl_Varroa,24.8,AZ
196,SURVEY,2015,JUL THRU SEP,Arizona,4,Unknown,5.1,AZ
197,SURVEY,2015,JUL THRU SEP,Arizona,4,Varroa_mites,53.5,AZ
198,SURVEY,2015,OCT THRU DEC,Arizona,4,Disease,1.1,AZ
199,SURVEY,2015,OCT THRU DEC,Arizona,4,Other,0.5,AZ
200,SURVEY,2015,OCT THRU DEC,Arizona,4,Pesticides,3.5,AZ
201,SURVEY,2015,OCT THRU DEC,Arizona,4,Pests_excl_Varroa,1.7,AZ
202,SURVEY,2015,OCT THRU DEC,Arizona,4,Unknown,15.5,AZ
203,SURVEY,2015,OCT THRU DEC,Arizona,4,Varroa_mites,50.1,AZ
204,SURVEY,2019,JAN THRU MAR,Arkansas,5,Disease,3.3,AR
205,SURVEY,2019,JAN THRU MAR,Arkansas,5,Other,0.7,AR
206,SURVEY,2019,JAN THRU MAR,Arkansas,5,Pesticides,55.3,AR
207,SURVEY,2019,JAN THRU MAR,Arkansas,5,Pests_excl_Varroa,1.5,AR
208,SURVEY,2019,JAN THRU MAR,Arkansas,5,Unknown,2.9,AR
209,SURVEY,2019,JAN THRU MAR,Arkansas,5,Varroa_mites,19.5,AR
210,SURVEY,2018,JAN THRU MAR,Arkansas,5,Disease,1.0,AR
211,SURVEY,2018,JAN THRU MAR,Arkansas,5,Other,4.6,AR
212,SURVEY,2018,JAN THRU MAR,Arkansas,5,Pesticides,23.0,AR
213,SURVEY,2018,JAN THRU MAR,Arkansas,5,Pests_excl_Varroa,9.6,AR
214,SURVEY,2018,JAN THRU MAR,Arkansas,5,Unknown,13.9,AR
215,SURVEY,2018,JAN THRU MAR,Arkansas,5,Varroa_mites,21.1,AR
216,SURVEY,2018,APR THRU JUN,Arkansas,5,Disease,0.7,AR
217,SURVEY,2018,APR THRU JUN,Arkansas,5,Other,17.0,AR
218,SURVEY,2018,APR THRU JUN,Arkansas,5,Pesticides,2.2,AR
219,SURVEY,2018,APR THRU JUN,Arkansas,5,Pests_excl_Varroa,12.8,AR
220,SURVEY,2018,APR THRU JUN,Arkansas,5,Unknown,13.2,AR
221,SURVEY,2018,APR THRU JUN,Arkansas,5,Varroa_mites,30.9,AR
222,SURVEY,2018,JUL THRU SEP,Arkansas,5,Disease,0.1,AR
223,SURVEY,2018,JUL THRU SEP,Arkansas,5,Other,0.5,AR
224,SURVEY,2018,JUL THRU SEP,Arkansas,5,Pesticides,17.6,AR
225,SURVEY,2018,JUL THRU SEP,Arkansas,5,Pests_excl_Varroa,7.8,AR
226,SURVEY,2018,JUL THRU SEP,Arkansas,5,Unknown,0.6,AR
227,SURVEY,2018,JUL THRU SEP,Arkansas,5,Varroa_mites,29.9,AR
228,SURVEY,2018,OCT THRU DEC,Arkansas,5,Disease,0.0,AR
229,SURVEY,2018,OCT THRU DEC,Arkansas,5,Other,5.3,AR
230,SURVEY,2018,OCT THRU DEC,Arkansas,5,Pesticides,73.5,AR
231,SURVEY,2018,OCT THRU DEC,Arkansas,5,Pests_excl_Varroa,7.1,AR
232,SURVEY,2018,OCT THRU DEC,Arkansas,5,Unknown,2.2,AR
233,SURVEY,2018,OCT THRU DEC,Arkansas,5,Varroa_mites,82.8,AR
234,SURVEY,2017,JAN THRU MAR,Arkansas,5,Disease,0.1,AR
235,SURVEY,2017,JAN THRU MAR,Arkansas,5,Other,3.0,AR
236,SURVEY,2017,JAN THRU MAR,Arkansas,5,Pesticides,0.5,AR
237,SURVEY,2017,JAN THRU MAR,Arkansas,5,Pests_excl_Varroa,14.6,AR
238,SURVEY,2017,JAN THRU MAR,Arkansas,5,Unknown,1.0,AR
239,SURVEY,2017,JAN THRU MAR,Arkansas,5,Varroa_mites,31.5,AR
240,SURVEY,2017,APR THRU JUN,Arkansas,5,Disease,1.9,AR
241,SURVEY,2017,APR THRU JUN,Arkansas,5,Other,2.7,AR
242,SURVEY,2017,APR THRU JUN,Arkansas,5,Pesticides,3.9,AR
243,SURVEY,2017,APR THRU JUN,Arkansas,5,Pests_excl_Varroa,9.6,AR
244,SURVEY,2017,APR THRU JUN,Arkansas,5,Unknown,2.5,AR
245,SURVEY,2017,APR THRU JUN,Arkansas,5,Varroa_mites,19.4,AR
246,SURVEY,2017,JUL THRU SEP,Arkansas,5,Disease,0.0,AR
247,SURVEY,2017,JUL THRU SEP,Arkansas,5,Other,9.3,AR
248,SURVEY,2017,JUL THRU SEP,Arkansas,5,Pesticides,17.0,AR
249,SURVEY,2017,JUL THRU SEP,Arkansas,5,Pests_excl_Varroa,9.1,AR
250,SURVEY,2017,JUL THRU SEP,Arkansas,5,Unknown,2.3,AR
251,SURVEY,2017,JUL THRU SEP,Arkansas,5,Varroa_mites,61.4,AR
252,SURVEY,2017,OCT THRU DEC,Arkansas,5,Disease,26.6,AR
253,SURVEY,2017,OCT THRU DEC,Arkansas,5,Other,24.1,AR
254,SURVEY,2017,OCT THRU DEC,Arkansas,5,Pesticides,31.0,AR
255,SURVEY,2017,OCT THRU DEC,Arkansas,5,Pests_excl_Varroa,29.2,AR
256,SURVEY,2017,OCT THRU DEC,Arkansas,5,Unknown,0.4,AR
257,SURVEY,2017,OCT THRU DEC,Arkansas,5,Varroa_mites,37.5,AR
258,SURVEY,2016,JAN THRU MAR,Arkansas,5,Disease,0.0,AR
259,SURVEY,2016,JAN THRU MAR,Arkansas,5,Other,1.9,AR
260,SURVEY,2016,JAN THRU MAR,Arkansas,5,Pesticides,0.5,AR
261,SURVEY,2016,JAN THRU MAR,Arkansas,5,Pests_excl_Varroa,6.9,AR
262,SURVEY,2016,JAN THRU MAR,Arkansas,5,Unknown,8.1,AR
263,SURVEY,2016,JAN THRU MAR,Arkansas,5,Varroa_mites,57.4,AR
264,SURVEY,2016,APR THRU JUN,Arkansas,5,Disease,5.5,AR
265,SURVEY,2016,APR THRU JUN,Arkansas,5,Other,3.4,AR
266,SURVEY,2016,APR THRU JUN,Arkansas,5,Pesticides,0.1,AR
267,SURVEY,2016,APR THRU JUN,Arkansas,5,Pests_excl_Varroa,8.5,AR
268,SURVEY,2016,APR THRU JUN,Arkansas,5,Unknown,1.6,AR
269,SURVEY,2016,APR THRU JUN,Arkansas,5,Varroa_mites,84.9,AR
270,SURVEY,2016,JUL THRU SEP,Arkansas,5,Disease,0.4,AR
271,SURVEY,2016,JUL THRU SEP,Arkansas,5,Other,2.7,AR
272,SURVEY,2016,JUL THRU SEP,Arkansas,5,Pesticides,7.9,AR
273,SURVEY,2016,JUL THRU SEP,Arkansas,5,Pests_excl_Varroa,9.0,AR
274,SURVEY,2016,JUL THRU SEP,Arkansas,5,Unknown,0.3,AR
275,SURVEY,2016,JUL THRU SEP,Arkansas,5,Varroa_mites,80.7,AR
276,SURVEY,2016,OCT THRU DEC,Arkansas,5,Disease,0.0,AR
277,SURVEY,2016,OCT THRU DEC,Arkansas,5,Other,1.1,AR
278,SURVEY,2016,OCT THRU DEC,Arkansas,5,Pesticides,1.3,AR
279,SURVEY,2016,OCT THRU DEC,Arkansas,5,Pests_excl_Varroa,4.8,AR
280,SURVEY,2016,OCT THRU DEC,Arkansas,5,Unknown,3.3,AR
281,SURVEY,2016,OCT THRU DEC,Arkansas,5,Varroa_mites,21.1,AR
282,SURVEY,2015,JAN THRU MAR,Arkansas,5,Disease,1.5,AR
283,SURVEY,2015,JAN THRU MAR,Arkansas,5,Other,1.0,AR
284,SURVEY,2015,JAN THRU MAR,Arkansas,5,Pesticides,3.4,AR
285,SURVEY,2015,JAN THRU MAR,Arkansas,5,Pests_excl_Varroa,11.4,AR
286,SURVEY,2015,JAN THRU MAR,Arkansas,5,Unknown,1.0,AR
287,SURVEY,2015,JAN THRU MAR,Arkansas,5,Varroa_mites,17.6,AR
288,SURVEY,2015,APR THRU JUN,Arkansas,5,Disease,7.0,AR
289,SURVEY,2015,APR THRU JUN,Arkansas,5,Other,27.4,AR
290,SURVEY,2015,APR THRU JUN,Arkansas,5,Pesticides,22.6,AR
291,SURVEY,2015,APR THRU JUN,Arkansas,5,Pests_excl_Varroa,63.4,AR
292,SURVEY,2015,APR THRU JUN,Arkansas,5,Unknown,9.3,AR
293,SURVEY,2015,APR THRU JUN,Arkansas,5,Varroa_mites,65.9,AR
294,SURVEY,2015,JUL THRU SEP,Arkansas,5,Disease,0.9,AR
295,SURVEY,2015,JUL THRU SEP,Arkansas,5,Other,1.8,AR
296,SURVEY,2015,JUL THRU SEP,Arkansas,5,Pesticides,5.0,AR
297,SURVEY,2015,JUL THRU SEP,Arkansas,5,Pests_excl_Varroa,32.4,AR
298,SURVEY,2015,JUL THRU SEP,Arkansas,5,Unknown,1.4,AR
299,SURVEY,2015,JUL THRU SEP,Arkansas,5,Varroa_mites,69.2,AR
300,SURVEY,2015,OCT THRU DEC,Arkansas,5,Disease,0.1,AR
301,SURVEY,2015,OCT THRU DEC,Arkansas,5,Other,8.5,AR
302,SURVEY,2015,OCT THRU DEC,Arkansas,5,Pesticides,8.2,AR
303,SURVEY,2015,OCT THRU DEC,Arkansas,5,Pests_excl_Varroa,9.7,AR
304,SURVEY,2015,OCT THRU DEC,Arkansas,5,Unknown,0.6,AR
305,SURVEY,2015,OCT THRU DEC,Arkansas,5,Varroa_mites,38.1,AR
306,SURVEY,2019,JAN THRU MAR,California,6,Disease,6.4,CA
307,SURVEY,2019,JAN THRU MAR,California,6,Other,8.7,CA
308,SURVEY,2019,JAN THRU MAR,California,6,Pesticides,12.3,CA
309,SURVEY,2019,JAN THRU MAR,California,6,Pests_excl_Varroa,13.4,CA
310,SURVEY,2019,JAN THRU MAR,California,6,Unknown,5.6,CA
311,SURVEY,2019,JAN THRU MAR,California,6,Varroa_mites,43.5,CA
312,SURVEY,2018,JAN THRU MAR,California,6,Disease,4.8,CA
313,SURVEY,2018,JAN THRU MAR,California,6,Other,8.0,CA
314,SURVEY,2018,JAN THRU MAR,California,6,Pesticides,11.5,CA
315,SURVEY,2018,JAN THRU MAR,California,6,Pests_excl_Varroa,11.3,CA
316,SURVEY,2018,JAN THRU MAR,California,6,Unknown,4.9,CA
317,SURVEY,2018,JAN THRU MAR,California,6,Varroa_mites,41.3,CA
318,SURVEY,2018,APR THRU JUN,California,6,Disease,11.1,CA
319,SURVEY,2018,APR THRU JUN,California,6,Other,9.0,CA
320,SURVEY,2018,APR THRU JUN,California,6,Pesticides,13.7,CA
321,SURVEY,2018,APR THRU JUN,California,6,Pests_excl_Varroa,10.2,CA
322,SURVEY,2018,APR THRU JUN,California,6,Unknown,5.0,CA
323,SURVEY,2018,APR THRU JUN,California,6,Varroa_mites,41.5,CA
324,SURVEY,2018,JUL THRU SEP,California,6,Disease,4.5,CA
325,SURVEY,2018,JUL THRU SEP,California,6,Other,12.0,CA
326,SURVEY,2018,JUL THRU SEP,California,6,Pesticides,17.8,CA
327,SURVEY,2018,JUL THRU SEP,California,6,Pests_excl_Varroa,6.6,CA
328,SURVEY,2018,JUL THRU SEP,California,6,Unknown,3.6,CA
329,SURVEY,2018,JUL THRU SEP,California,6,Varroa_mites,57.3,CA
330,SURVEY,2018,OCT THRU DEC,California,6,Disease,9.8,CA
331,SURVEY,2018,OCT THRU DEC,California,6,Other,9.3,CA
332,SURVEY,2018,OCT THRU DEC,California,6,Pesticides,11.6,CA
333,SURVEY,2018,OCT THRU DEC,California,6,Pests_excl_Varroa,16.6,CA
334,SURVEY,2018,OCT THRU DEC,California,6,Unknown,7.1,CA
335,SURVEY,2018,OCT THRU DEC,California,6,Varroa_mites,44.1,CA
336,SURVEY,2017,JAN THRU MAR,California,6,Disease,7.5,CA
